"","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
"460",21,"Male","United States","IL","No","No","Yes","Often","More than 1000","No","No","No","Yes","No","No","No","Don't know","Yes","No","Some of them","Some of them","No","Yes","No","Yes"
"461",37,"Female","United States","CA","No","Yes","Yes","Rarely","26-100","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Yes","Some of them","No","Maybe","Yes","No"
"462",27,"Female","United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Somewhat easy","Yes","No","Some of them","No","No","Maybe","No","No"
"463",33,"Female","United States","AZ","Yes","Yes","Yes","Sometimes","44201","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Yes","Some of them","No","No","No","No","No"
"464",36,"Female","United States","CA","No","No","Yes","Never","44372","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No"
"465",33,"Male","United States","VA","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","Yes","Yes","No","No","Yes","No"
"466",43,"Male","United States","VA","No","No","No","Sometimes","44372","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","No","No"
"467",27,"Female","United States","WA","No","No","No","NA","More than 1000","No","Yes","Don't know","Not sure","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"468",33,"Male","United States","WI","No","No","Yes","Sometimes","44372","Yes","Yes","No","Yes","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","Yes","Yes","Don't know","No"
"469",33,"Male","United States","CA","Yes","No","No","NA","44201","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No"
"470",25,"Male","United States","CA","No","No","No","NA","44372","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"471",25,"Male","United States","NE","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Some of them","No","No","No","Yes"
"472",25,"Male","United States","CO","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"473",33,"Male","United States","NY","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"474",37,"Female","United States","TX","No","No","Yes","Often","44372","Yes","Yes","Don't know","Not sure","No","No","Yes","Somewhat difficult","Yes","No","Some of them","Some of them","No","Yes","No","Yes"
"475",35,"Female","United States","LA","No","No","Yes","Sometimes","100-500","No","No","Yes","No","No","No","Yes","Very difficult","Yes","Maybe","No","Some of them","No","Yes","No","Yes"
"476",22,"Female","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes"
"477",38,"Male","United States","MI","No","No","No","Never","26-100","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","No","Yes"
"478",32,"Female","United States","CA","No","Yes","Yes","Often","100-500","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Yes","No","No","Don't know","No"
"479",35,"Female","United States","CA","No","No","Yes","Sometimes","100-500","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","Maybe","No","Some of them","No","No","Maybe","Yes","No"
"480",29,"Male","United States","MD","No","No","No","Never","100-500","No","No","Yes","Yes","Yes","No","Yes","Very easy","Yes","Maybe","Yes","Yes","No","Maybe","Don't know","No"
"481",23,"Male","United States","CA","No","Yes","Yes","Sometimes","44372","No","Yes","No","Yes","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"482",39,"Male","United States","CT","No","No","No","NA","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No"
"483",30,"Female","United States","CA","No","No","No","NA","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","No","No","No","Yes","No"
"484",28,"Trans","United States","CA","No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes"
"485",40,"Female","United States","WA","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","Yes"
"486",36,"Female","United States","CA","No","Yes","No","NA","44372","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","No","Some of them","No","Maybe","Yes","No"
"487",27,"Male","United States","IN","No","No","No","NA","26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"488",41,"Male","United States","TX","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"489",35,"Male","United States","MO","No","No","Yes","Often","44201","No","No","No","No","No","No","Yes","Very difficult","Yes","No","Some of them","Some of them","No","Yes","No","Yes"
"490",28,"Male","United States","NV","No","No","Yes","Never","44372","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"491",39,"Female","United States","WA","No","No","No","Sometimes","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No"
"492",39,"Male","United States","FL","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"493",44,"Male","United States","NA","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","No","Yes","No","No","No","Very easy","Yes","Yes","Some of them","No","No","No","Yes","No"
"494",40,"Female","United States","WA","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No"
"495",38,"Male","United States","IL","No","No","No","Never","More than 1000","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","No","No","Don't know","No"
"496",34,"Male","United States","FL","No","No","No","NA","More than 1000","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No"
"497",43,"Male","United States","MA","No","No","No","NA","More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"498",48,"Female","United States","CA","No","Yes","No","Often","26-100","No","Yes","Don't know","No","No","No","No","Very difficult","Yes","Yes","No","Some of them","No","No","No","Yes"
"499",20,"Male","United States","WA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"500",40,"Male","United States","MI","Yes","No","No","Sometimes","44201","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Yes","Maybe","Some of them","No","No","No","Don't know","No"
"501",35,"Male","United States","MI","No","Yes","Yes","Sometimes","44201","No","No","No","Yes","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
"502",29,"Male","United States","WI","No","Yes","No","Sometimes","More than 1000","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","Maybe","No","Some of them","No","No","No","Yes","No"
"503",40,"Male","United States","CA","No","No","No","Never","100-500","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"504",29,"Female","United States","CA","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","Not sure","Don't know","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No"
"505",34,"Male","United States","TX","No","No","Yes","Sometimes","44201","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No"
"506",24,"Female","United States","New York","No","Yes","Yes","Often","44372","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","No","Yes","No","Yes"
"507",47,"Female","United States","PA","No","No","No","NA","100-500","Yes","Yes","Don't know","No","No","Don't know","Don't know","Very difficult","Yes","Yes","No","No","No","No","No","No"
"508",36,"Male","United States","PA","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Some of them","Yes","No","No","No","No"
"509",43,"Male","United States","GA","No","No","Yes","Sometimes","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Very difficult","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"510",31,"Female","United States","NY","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"511",35,"Male","United States","CA","No","No","No","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"512",33,"Male","United States","TN","No","Yes","No","NA","26-100","No","No","Yes","No","No","No","Yes","Somewhat difficult","No","No","Some of them","Some of them","No","No","Don't know","No"
"513",34,"Male","United States","TN","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","No","Yes","Don't know","Yes","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"514",40,"Male","United States","TN","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"515",40,"Male","United States","IL","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No"
"516",42,"Male","United States","WI","No","No","Yes","Sometimes","44201","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","No","No","No","Maybe","Don't know","No"
"517",23,"Male","United States","KY","No","Yes","No","NA","26-100","Yes","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Maybe","No","No","Some of them","No","No","Don't know","No"
"518",31,"Male","United States","NA","No","Yes","No","NA","44372","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"519",25,"Male","United States","CA","No","Yes","No","NA","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
"520",51,"Male","United States","MN","No","No","No","Never","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"521",24,"Male","United States","TN","No","No","No","NA","44372","No","Yes","Don't know","Not sure","Don't know","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"522",33,"Male","United States","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",23,"Male","United States","IL","No","No","No","Never","100-500","No","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"524",33,"Male","United States","TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",46,"Male","United States","IL","No","No","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","No","No","No","Maybe","Yes","No"
"526",35,"Male","United States","DC","No","Yes","Yes","Sometimes","44372","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"527",39,"Male","United States","KS","No","No","No","NA","44201","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","No","No"
"528",56,"Male","United States","CA","No","No","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"529",39,"Male","United States","TN","No","No","No","NA","More than 1000","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"530",37,"Male","United States","OK","No","Yes","No","NA","500-1000","No","No","Yes","Yes","No","No","Yes","Very easy","Maybe","No","No","No","No","No","No","No"
"531",30,"Male","United States","CA","Yes","Yes","Yes","Sometimes","44372","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Very difficult","Yes","No","No","No","No","Maybe","Don't know","No"
"532",31,"Male","United States","TN","No","No","No","NA","26-100","No","Yes","Yes","No","Yes","No","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"533",29,"Male","United States","TX","No","No","No","NA","More than 1000","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"534",31,"Male","United States","CO","No","No","Yes","Never","26-100","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","Maybe","No","No","No","No","No","Don't know","No"
"535",29,"Male","United States","TN","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No"
"536",30,"Male","United States","GA","No","No","No","Never","26-100","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"537",37,"Male","United States","TN","No","No","No","Never","500-1000","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","Yes"
"538",36,"Male","United States","VA","Yes","No","No","Never","44201","No","Yes","Yes","No","No","Don't know","Don't know","Somewhat difficult","No","No","Some of them","Yes","Yes","Yes","Yes","No"
"539",35,"Male","United States","TN","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","No","No"
"540",41,"Male","United States","DC","No","Yes","No","Never","500-1000","Yes","No","Don't know","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"541",39,"Male","United States","TN","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","Yes"
"542",42,"Male","United States","VA","Yes","Yes","No","Sometimes","44372","Yes","No","Yes","Not sure","Don't know","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No"
"543",32,"Male","United States","TN","Yes","Yes","Yes","Rarely","44201","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","Some of them","No","No","Maybe","Don't know","No"
"544",29,"Male","United States","TN","No","Yes","No","NA","100-500","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"545",30,"Male","United States","TN","No","Yes","No","Never","100-500","No","Yes","Yes","No","Don't know","Yes","Don't know","Very difficult","Yes","Yes","Some of them","No","Maybe","Maybe","No","No"
"546",40,"Male","United States","TN","No","Yes","Yes","Often","500-1000","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Yes","Don't know","No"
"547",51,"Male","United States","TN","No","No","No","NA","100-500","No","No","Don't know","Not sure","No","Don't know","Don't know","Somewhat difficult","No","No","Some of them","Yes","No","No","Don't know","No"
"548",33,"Male","United States","IN","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
"549",50,"Male","United States","VA","Yes","No","No","Never","44201","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"550",24,"Male","United States","TX","No","No","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No"
"551",25,"Male","United States","TX","No","Yes","Yes","Rarely","26-100","No","No","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","No","No"
"552",25,"Female","United States","CA","Yes","No","Yes","Often","44201","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","Maybe","Some of them","Some of them","No","No","Yes","Yes"
"553",51,"Male","United States","CO","Yes","No","No","Never","44201","No","Yes","No","Yes","No","No","Yes","Somewhat difficult","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"554",49,"Male","United States","OR","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","No","Yes"
"555",30,"Male","United States","OK","No","No","No","NA","More than 1000","Yes","Yes","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No"
"556",25,"Female","United States","OH","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","No","No","No","No","No","No"
"557",36,"Male","United States","TN","No","No","Yes","Rarely","500-1000","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No"
"558",48,"Male","United States","VA","No","No","Yes","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","Maybe","Yes","Yes","No","Maybe","Yes","Yes"
"559",53,"Male","United States","OR","No","No","Yes","Rarely","44372","Yes","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Don't know","No"
"560",33,"Male","United States","OR","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Yes","No","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No"
"561",30,"Male","United States","PA","Yes","No","No","Never","44201","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"562",31,"Male","United States","SC","No","No","No","NA","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
"563",22,"Female","United States","CA","No","Yes","Yes","Often","More than 1000","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No"
"564",28,"Male","United States","TN","No","Yes","No","Sometimes","44372","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Yes","Don't know","No"
"565",35,"Male","United States","UT","No","Yes","Yes","Rarely","26-100","No","No","Yes","Yes","No","Yes","Yes","Somewhat difficult","Maybe","No","Some of them","Some of them","No","No","No","No"
"566",28,"Male","United States","CA","No","Yes","Yes","Sometimes","26-100","No","No","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No"
"567",33,"Male","United States","MO","No","Yes","No","NA","500-1000","No","Yes","Yes","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"568",29,"Male","United States","CA","No","No","No","Sometimes","More than 1000","No","Yes","Yes","No","Yes","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No"
"569",43,"Male","United States","NA","No","Yes","No","Sometimes","500-1000","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","No","No"
"570",29,"Male","United States","NY","No","No","No","NA","26-100","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No"
"571",25,"Male","United States","TX","No","No","No","NA","100-500","Yes","Yes","Yes","No","No","No","Yes","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"572",31,"Male","United States","MO","No","Yes","No","Never","100-500","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","No","Don't know","No"
"573",35,"Female","United States","GA","No","Yes","Yes","Sometimes","44372","No","No","Yes","Not sure","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No"
"574",34,"Male","United States","TX","No","No","No","Often","44201","No","Yes","Don't know","No","No","Yes","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"575",43,"Male","United States","WA","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Yes","Yes","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","Yes"
"576",38,"Male","United States","WA","No","Yes","Yes","Sometimes","100-500","No","Yes","No","Not sure","No","No","Don't know","Very difficult","Yes","Yes","No","Some of them","No","Maybe","No","No"
"577",42,"Male","United States","TX","No","No","Yes","Often","44372","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No"
"578",32,"Male","United States","WA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"579",44,"Male","United States","WA","No","Yes","Yes","Sometimes","44372","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No"
"580",28,"Male","United States","WA","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No"
"581",40,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Yes","No","Some of them","Some of them","No","Maybe","Don't know","Yes"
"582",31,"Female","United States","AZ","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
"583",32,"Male","United States","WA","No","Yes","No","Sometimes","100-500","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","No","Some of them","No","No","No","Don't know","No"
"584",28,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No"
"585",39,"Male","United States","AZ","No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","No","Some of them","No","No","No","No","No"
"586",45,"Male","United States","NY","No","No","No","NA","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Yes","No"
"587",43,"Male","United States","WA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"588",35,"Male","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"589",40,"Male","United States","WA","No","Yes","Yes","Sometimes","44372","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Very easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"590",36,"Female","United States","WA","No","Yes","Yes","Rarely","44372","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No"
"591",38,"Male","United States","TN","No","No","No","NA","44372","No","Yes","No","No","No","No","Yes","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"592",30,"Male","United States","WA","No","Yes","No","Never","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","No","No","No"
"593",26,"Male","United States","CA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","No","No"
"594",43,"Male","United States","MI","No","No","No","Sometimes","More than 1000","Yes","Yes","No","Not sure","No","No","Don't know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","Yes"
"595",40,"Male","United States","IN","No","Yes","Yes","Rarely","44372","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No"
"596",49,"Male","United States","GA","No","Yes","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Yes","Yes","No","No","Yes","No"
"597",38,"Male","United States","WA","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","Yes"
"598",40,"Male","United States","ME","No","Yes","Yes","Sometimes","44201","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No"
"599",28,"Male","United States","NY","No","Yes","Yes","Often","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No"
"600",23,"Male","United States","PA","No","Yes","No","Sometimes","26-100","No","Yes","Yes","Not sure","Yes","Yes","Yes","Somewhat easy","No","No","No","No","No","Maybe","Don't know","No"
"601",30,"Female","United States","IL","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Yes","Very easy","No","No","Some of them","No","No","No","Yes","No"
"602",31,"Female","United States","TX","No","Yes","No","Never","More than 1000","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No"
"603",39,"Male","United States","MN","No","No","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"604",25,"Male","United States","PA","No","Yes","Yes","Often","44372","Yes","Yes","Yes","Yes","No","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"605",42,"Male","United States","IN","No","Yes","Yes","Sometimes","44372","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"606",34,"Male","United States","PA","No","Yes","Yes","Often","100-500","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"607",26,"Female","United States","OH","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Maybe","Don't know","Yes"
"608",38,"Male","United States","PA","No","Yes","Yes","Sometimes","100-500","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Don't know","No"
"609",34,"Male","United States","SD","No","No","No","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No"
"610",39,"Male","United States","IN","No","Yes","Yes","Sometimes","44372","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
"611",44,"Female","United States","CA","No","No","No","NA","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No"
